learner_id,institution,country,institution_type,age,prior_experience,welding_process,archetype,current_score,max_score_achieved,mean_score,median_score,score_std,total_sessions,learning_rate_slope,learning_rate_r2,projected_score_30,improvement_first_to_last5,recent_5_mean,recent_5_std,recent_momentum,plateau_detected,plateau_score,learning_acceleration,max_improvement_rate,session_of_max_improvement,sessions_above_75,sessions_above_80,pct_sessions_above_75,max_consecutive_above_75,current_streak_above_75,score_cv,score_iqr,score_range,mean_session_diff,max_session_drop,pct_sessions_improved,recent_consistency,recent_min,variability_trend,weakest_param_score,strongest_param_score,param_score_spread,num_params_below_70,num_params_above_80,weakest_param_name,avg_work_angle,recent_work_angle,improvement_work_angle,avg_travel_angle,recent_travel_angle,improvement_travel_angle,avg_travel_speed,recent_travel_speed,improvement_travel_speed,avg_ctwd,recent_ctwd,improvement_ctwd,avg_arc_length,recent_arc_length,improvement_arc_length,avg_bead_quality,recent_bead_quality,improvement_bead_quality,corr_work_angle_overall,corr_travel_angle_overall,corr_travel_speed_overall,corr_ctwd_overall,corr_arc_length_overall,corr_bead_quality_overall,total_practice_minutes,avg_session_duration,total_exercises,days_since_enrollment,sessions_per_week,avg_gap_days,max_gap_days,gap_std,pct_gaps_over_5days,practice_regularity,max_consecutive_days,current_consecutive_days,duration_trend,avg_score_1G_Flat,count_1G_Flat,avg_score_2G_Horizontal,count_2G_Horizontal,avg_score_3G_Vertical,count_3G_Vertical,avg_score_4G_Overhead,count_4G_Overhead,difficulty_sensitivity,max_difficulty_attempted,score_at_max_difficulty,num_positions_practiced,score_vs_institution,zscore_vs_institution,score_vs_global,zscore_vs_global,certified,certification_probability,outcome_reason
SKV-0011,Community_College_CA,USA,CTE_School,16,none,GMAW,steady_learner,40.79,58.8,49.15592592592592,49.56,4.809530861282016,27,0.1400549450549449,0.0514448134369841,51.39680504680504,3.0600000000000023,51.49400000000001,6.072332665458966,-1.781000000000001,0,0.0,-2.005793650793654,4.460952380952385,12,0,0,0.0,0,0,0.0978423408716005,6.780000000000001,18.009999999999998,4.956538461538461,14.54,0.4615384615384615,0.8820768892632203,40.79,1.504750879238519,37.83,43.48,5.649999999999999,6,0,arc_length,52.96851851851852,51.974,-0.0379999999999967,49.21296296296296,51.32000000000001,2.062000000000012,43.20296296296296,45.546,3.369999999999997,52.19444444444445,55.048,5.124000000000002,44.77555555555555,48.074,3.9819999999999993,53.211851851851854,57.112,3.584000000000003,0.763635728337635,0.7400938922528612,0.8501013394166834,0.8023296925483305,0.8402079371354456,0.9024530263593414,1236,45.77777777777778,160,61,3.098360655737705,2.3461538461538463,7,1.6857390000623942,0.0384615384615384,2.0190798408229766,10,9,0.1117216117216117,49.554,5,49.11200000000001,5,49.6125,8,52.116,5,-4.345919941907964,1.9,42.32999999999999,6,-12.661877230549608,-0.9975022564953454,-22.99056666666666,-1.8588032452585677,0,0.08,passed
SKV-0012,Tata_Motors_TC,India,Corporate,42,experienced,GMAW,steady_learner,59.68,76.81,60.93896551724138,61.01,6.213102032067388,29,0.3959556650246306,0.2842982526325449,66.87830049261083,7.786000000000001,64.572,6.271361574650278,1.2600000000000002,0,0.0,-0.9315873015872972,3.5523809523809646,1,1,0,0.0344827586206896,1,0,0.1019561454368627,8.89,29.840000000000003,6.834642857142859,17.130000000000003,0.5357142857142857,0.902878003257154,59.68,0.0385371327079315,49.74,70.86,21.12,5,0,bead_quality,59.64275862068967,65.482,14.718000000000004,57.69310344827586,60.60799999999999,8.905999999999992,64.30241379310344,66.834,3.744000000000007,61.30482758620689,66.618,9.281999999999996,72.60000000000001,77.34400000000001,8.926000000000002,51.964827586206894,53.49399999999999,3.821999999999996,0.761203196286205,0.8733280407357984,0.894342384497155,0.8940754409579064,0.8746548843737142,0.8901040152431462,1329,45.82758620689656,143,91,2.230769230769231,3.25,14,3.3340772979298827,0.1071428571428571,2.367411696646866,5,4,0.0586206896551723,62.85,7,59.5,5,63.09,7,60.3,5,-4.961333714939896,1.9,58.01,6,6.326617647058825,0.478906753958058,-4.1005666666666585,-0.3315336562995733,0,0.08,low_overall_score
SKV-0013,Indian_Railways_WS,India,Corporate,32,basic_theory,SMAW,struggling,29.59,72.69,47.71571428571429,50.2,10.218750352930156,35,0.433081232492997,0.1832075306688248,52.91268907563025,12.648000000000003,46.326,11.479652607984267,-0.6160000000000004,0,0.0,-1.9761111111111165,6.915714285714287,26,0,0,0.0,0,0,0.2141590145669889,12.64,44.2,8.856470588235295,29.1,0.5294117647058824,0.7521984931678485,29.59,1.7640677189231244,19.77,41.55,21.78,6,0,travel_speed,55.31428571428572,55.774,15.926000000000002,48.41942857142857,48.354,18.183999999999997,38.17742857142856,35.098,6.955999999999996,50.57571428571429,49.464000000000006,12.404000000000003,46.21914285714286,42.838,10.534000000000006,50.00428571428571,49.196,13.476,0.9247976970022148,0.917472523708368,0.9225478610422048,0.9387191520711056,0.975864426750738,0.9752805216283458,1668,47.65714285714286,172,89,2.752808988764045,2.617647058823529,14,2.754832181099379,0.1176470588235294,2.03363818730352,14,14,-0.4319327731092436,53.5725,4,52.90833333333333,6,46.08125,8,47.736,10,-15.929109684621825,1.9,29.59,6,-23.26678545454545,-1.8239147520700087,-34.190566666666655,-2.7643310057848103,0,0.08,low_overall_score
SKV-0014,NSDC_Delhi,India,Government,26,basic_theory,GTAW,slow_starter,56.74,74.01,54.628709677419344,54.1,10.013196692989055,31,0.5584758064516133,0.2488589247533613,62.44737096774193,15.88000000000001,63.97600000000001,5.706468610270279,-1.1230000000000004,0,0.0,-0.8612698412698426,11.533333333333346,19,0,0,0.0,0,0,0.1832955006677566,11.339999999999996,40.55,11.290333333333336,29.04,0.4666666666666667,0.9108029790956248,56.74,1.2785550321435597,46.84,67.71,20.86999999999999,6,0,arc_length,58.171935483870975,68.928,15.366,52.65129032258065,62.648,16.322000000000003,54.88451612903226,64.16600000000001,16.994000000000007,59.58322580645161,68.45,15.335999999999991,49.523225806451606,57.126,14.047999999999996,53.31516129032258,62.846,16.59400000000001,0.935986587893106,0.9501260187773698,0.9615351168394064,0.9704959132933124,0.9722424740177644,0.9735274797212552,1306,42.12903225806452,175,71,3.0563380281690145,2.3666666666666667,7,1.87053171287976,0.1,2.091416316690631,12,12,-0.121774193548387,53.2,8,55.9875,8,57.03714285714285,7,53.55,3,-3.677143257050873,1.9,41.925,6,2.2709980806142056,0.185304537374144,-7.040566666666656,-0.5692346934377119,0,0.08,low_overall_score
SKV-0015,NSDC_Delhi,India,Government,19,some_manual,GMAW,struggling,69.11,72.01,48.0645,47.985,10.861114572179044,40,0.3918442776735459,0.1734384746864135,51.78702063789868,13.264000000000005,54.39,10.891569216600518,-0.2649999999999998,0,0.0,1.0792063492063615,12.82619047619049,30,0,0,0.0,0,0,0.2259695735921386,13.465000000000003,45.63000000000001,11.185128205128205,35.46000000000001,0.4615384615384615,0.7997505200478392,40.07,2.0952115731848444,63.12,74.11,10.990000000000002,3,0,arc_length,51.834500000000006,58.5,12.083999999999987,47.68175,54.25,11.486000000000004,40.46175,47.564,15.979999999999997,48.37575,52.53399999999999,9.393999999999991,48.15525,53.06,11.524000000000008,52.82275,60.61999999999999,16.96799999999999,0.9366321244400926,0.9449230688360049,0.967170214648676,0.918013246550527,0.9650348347129172,0.9733821259057256,2064,51.6,203,108,2.592592592592593,2.769230769230769,14,2.6356679536941257,0.1025641025641025,2.209803836757782,12,11,-0.073733583489681,39.322,5,48.95,4,48.27777777777778,9,47.6525,12,11.593957521895366,1.9,53.018,6,14.640998080614205,1.1946480268667536,5.329433333333341,0.4308883777863617,0,0.08,passed
SKV-0016,Maruti_Training,India,Corporate,27,none,GMAW,slow_starter,53.58,64.18,46.09057142857143,43.84,7.333935191134097,35,0.5356414565826331,0.5440945813561003,52.51826890756303,13.554000000000002,52.098,2.236965802152551,-0.5440000000000013,0,0.0,-0.6330952380952345,4.275714285714294,21,0,0,0.0,0,0,0.1591200751526506,11.239999999999997,31.20000000000001,5.801176470588238,15.340000000000003,0.5,0.9570623478497604,47.94,1.4996386224499665,41.24,61.08,19.84,6,0,work_angle,38.42114285714285,42.514,8.434000000000005,41.79685714285714,46.46,12.948,45.71514285714286,52.952,13.93999999999999,53.00885714285713,60.114,18.377999999999997,46.76171428571429,51.066,12.296000000000006,49.74514285714285,57.428,14.797999999999996,0.8399234186920879,0.9191326335752972,0.9327908772522884,0.911786892364006,0.9219241617161726,0.9599743682691696,1698,48.51428571428571,199,92,2.6630434782608696,2.7058823529411766,14,2.4558383229586003,0.0588235294117647,2.32824114924666,9,9,-0.2218487394957983,47.75833333333333,6,48.11000000000001,6,49.92571428571428,7,40.51625,8,-6.152757881528731,1.9,45.36333333333334,6,-0.8206546762589966,-0.0647787044915211,-10.20056666666666,-0.8247228830147594,0,0.08,low_overall_score
SKV-0017,NSDC_Delhi,India,Government,25,experienced,GTAW,steady_learner,72.46,72.46,57.28678571428572,58.010000000000005,7.44350198570703,28,0.4369321291735085,0.2248297932402107,64.0592337164751,6.841999999999999,61.902,6.344406670446021,3.987999999999999,0,0.0,2.072539682539677,6.872857142857143,27,0,0,0.0,0,0,0.1299340134308057,8.322500000000005,33.099999999999994,8.801111111111112,17.490000000000002,0.4814814814814814,0.8975088580430178,56.67,-2.218323491737493,65.8,82.03,16.230000000000004,4,1,ctwd,53.743214285714274,58.55999999999999,6.2919999999999945,56.57214285714287,61.288,4.8559999999999945,66.49464285714285,72.42,11.384000000000016,46.00964285714286,50.628,5.577999999999996,61.46214285714286,64.75399999999999,4.599999999999994,56.59535714285714,60.664,6.836000000000006,0.8692810514464747,0.9153737619805264,0.933531922494722,0.928387441797198,0.9245750450333692,0.8851961461589825,1227,43.82142857142857,156,74,2.6486486486486487,2.740740740740741,7,1.9549101067254293,0.1111111111111111,2.2706912868425744,4,1,-0.4129720853858784,60.10111111111111,9,55.36666666666667,3,57.885714285714286,7,54.461666666666666,6,-7.926052237564466,1.9,48.465,6,17.990998080614197,1.4679948894213404,8.679433333333336,0.701738199015193,0,0.25,low_overall_score
SKV-0018,Indian_Railways_WS,India,Corporate,28,some_manual,GMAW,fast_learner,77.41,77.41,58.45,61.07,10.71516148801714,14,2.189714285714285,0.6786265200092797,107.7185714285714,19.483999999999995,66.90599999999999,5.753658314498696,1.7050000000000012,0,0.0,2.62825396825397,6.099523809523802,5,1,0,0.0714285714285714,1,1,0.183321838942411,10.777500000000003,43.88,7.218461538461536,11.340000000000003,0.6923076923076923,0.9140038514686464,62.49,-3.478766808833865,71.57,85.24,13.670000000000002,0,2,arc_length,56.66357142857142,65.80199999999999,19.471999999999998,56.30285714285714,62.966,14.365999999999984,59.36428571428571,67.842,20.508,59.91214285714285,68.36600000000001,17.912000000000013,54.96071428571429,62.866,20.318,62.00071428571429,71.69200000000001,22.87600000000001,0.9655247527959772,0.94237059105428,0.986475348619837,0.9641451160592932,0.9660438064541292,0.9766441689088,533,38.07142857142857,67,26,3.769230769230769,2.0,7,1.7541160386140584,0.0769230769230769,1.3520301017579528,7,6,0.3010989010989011,48.10999999999999,3,59.45,2,67.042,5,52.45666666666667,3,12.311370882040386,1.7,62.49,5,24.553214545454544,1.924759666851424,13.629433333333338,1.101949128890631,1,0.5,inconsistent_performance
SKV-0019,Welding_Academy_UK,UK,Vocational,25,some_manual,GMAW,slow_starter,60.12,60.75,46.3790625,46.495000000000005,7.076394014333412,32,0.4724688416422287,0.3800289840297405,52.75739186217009,8.049999999999997,51.548,6.315084797530434,1.837999999999999,0,0.0,3.100317460317456,6.388571428571424,31,0,0,0.0,0,0,0.1525773405361015,7.8125,27.54,6.481612903225805,12.71,0.5161290322580645,0.8774911772269468,42.39,1.543960832248456,54.91,72.81,17.900000000000006,5,0,arc_length,48.8884375,52.534000000000006,5.750000000000007,55.9059375,58.828,6.846000000000004,42.1528125,49.16,8.083999999999996,45.1140625,51.072,11.044000000000004,41.6921875,46.934000000000005,7.289999999999999,46.0384375,51.55,8.969999999999999,0.7941964857718008,0.8487121376974981,0.9020251354800972,0.9130448604746556,0.9230608142842271,0.9350166386137034,1537,48.03125,187,108,2.074074074074074,3.4838709677419355,14,3.358868547418095,0.1935483870967742,2.468433406323597,7,7,-0.529875366568915,51.584,5,49.178333333333335,6,42.64333333333334,9,45.62571428571429,7,-8.542688172043011,1.7,45.594,5,6.374649061848508,0.5307539003484412,-3.6605666666666608,-0.2959593514217568,0,0.08,low_overall_score
SKV-0020,CTE_Ohio,USA,CTE_School,24,experienced,GMAW,struggling,47.61,80.79,54.5735,54.68,12.69012816129136,40,0.2041894934333958,0.0344986407970345,56.51330018761726,10.676000000000002,58.834,14.593781689473092,-1.522000000000001,0,0.0,-3.1474603174603217,14.304285714285726,5,3,1,0.075,1,0,0.2325327889720474,13.475,52.45,14.661025641025637,47.0,0.4871794871794871,0.7519498642452903,38.85,-0.7614954993104881,36.44,53.94,17.5,6,0,bead_quality,57.12175,61.54,11.561999999999998,48.588,52.784000000000006,8.486000000000011,57.38725000000001,63.476,12.902,56.078,59.126,9.227999999999994,61.24775,64.622,9.703999999999994,48.2045,52.142,11.245999999999997,0.9612755280308342,0.9648202721031552,0.9715986295025454,0.9620809462702437,0.974198699668796,0.9785141835744549,1657,41.425,241,117,2.393162393162393,3.0,14,3.265986323710904,0.1538461538461538,2.0518766904001837,15,14,-0.0053470919324577,60.1225,4,60.68222222222222,9,53.33166666666667,12,49.05777777777777,9,-13.933972208912316,1.9,50.5275,6,-5.50543781725888,-0.3924930886555928,-16.17056666666666,-1.3074015196524085,0,0.08,passed
